"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"NAME"
"Interest rates posted for selected products by the major chartered banks"

"DESCRIPTION"
"Weekly Wednesday, rates in percentage"

"LINK"
"https://www.bankofcanada.ca/?p=205791"

"SERIES"
"id","label","description"
"V80691311","Prime rate",""
"V80691333","1-year","Conventional mortgage"
"V80691334","3-year","Conventional mortgage"
"V80691335","5-year","Conventional mortgage"
"V80691339","1-year","Guaranteed investment certificates"
"V80691340","3-year","Guaranteed investment certificates"
"V80691341","5-year","Guaranteed investment certificates"
"V80691336","5-year personal fixed term",""
"V80691337","Daily Interest Savings (balances over $100,000)",""
"V80691338","Non-Chequable Savings Deposits",""

"OBSERVATIONS"
"date","V80691311","V80691333","V80691334","V80691335","V80691339","V80691340","V80691341","V80691336","V80691337","V80691338"
"1984-02-01","11.00","10.25","11.75","12.50","8.75","10.00","11.00","10.25","","6.75"
"1984-02-08","11.00","10.25","11.75","12.50","8.75","10.00","11.00","10.25","","6.75"
"1984-02-15","11.00","10.25","11.75","12.50","8.75","10.00","11.00","10.25","","6.75"
"1984-02-22","11.00","10.25","11.75","12.50","8.75","10.00","11.00","10.25","","6.75"
"1984-02-29","11.00","10.25","11.75","12.50","8.75","10.00","11.00","10.25","","6.75"
"1984-03-07","11.00","10.25","11.75","12.50","8.75","10.00","11.00","10.25","","6.75"
"1984-03-14","11.00","10.75","12.00","12.75","9.50","10.25","11.25","10.25","","6.75"
"1984-03-21","11.50","11.25","12.50","13.25","9.50","10.75","11.75","10.25","","6.75"
"1984-03-28","11.50","11.25","12.50","13.25","9.75","10.75","11.75","10.50","","7.25"
"1984-04-04","11.50","11.25","12.50","13.25","9.75","10.75","11.75","10.50","","7.25"
"1984-04-11","11.50","11.25","12.50","13.25","10.25","10.75","11.75","11.00","","7.25"
"1984-04-18","11.50","11.50","12.75","13.50","10.25","11.25","12.00","11.00","","7.25"
"1984-04-25","11.50","11.50","12.75","13.50","10.25","11.25","12.00","11.00","","7.25"
"1984-05-02","11.50","11.75","13.00","13.75","10.25","11.50","12.25","11.00","","7.25"
"1984-05-09","12.00","12.25","13.75","14.25","10.50","12.00","12.50","11.00","","7.25"
"1984-05-16","12.00","12.25","13.75","14.25","10.75","12.25","12.75","11.50","","7.75"
"1984-05-23","12.00","12.75","14.25","14.50","11.00","12.50","13.00","11.50","","7.75"
"1984-05-30","12.00","12.75","14.25","14.50","11.00","12.75","13.00","11.50","","7.75"
"1984-06-06","12.00","12.75","14.25","14.50","11.25","12.75","13.00","11.50","","7.75"
"1984-06-13","12.00","12.75","14.25","14.50","11.25","12.75","13.00","11.50","","7.75"
"1984-06-20","12.00","12.75","14.25","14.50","11.25","12.75","13.00","11.50","","7.75"
"1984-06-27","12.50","12.75","14.25","14.50","11.25","12.75","13.00","11.50","","8.25"
"1984-07-04","13.00","13.25","14.50","14.50","11.75","13.00","13.25","11.75","","8.50"
"1984-07-11","13.50","13.50","14.75","15.00","12.00","13.25","13.25","11.75","","9.00"
"1984-07-18","13.50","13.75","15.00","15.25","12.00","13.25","13.25","12.00","","9.00"
"1984-07-25","13.50","13.75","15.00","15.25","12.00","13.25","13.25","12.25","","9.00"
"1984-08-01","13.50","13.75","14.75","14.75","12.00","13.25","13.00","12.25","","9.00"
"1984-08-08","13.50","13.75","14.75","14.75","12.00","13.00","12.75","12.25","","9.00"
"1984-08-15","13.00","13.50","14.25","14.50","11.75","12.50","12.50","11.50","","8.50"
"1984-08-22","13.00","13.25","14.25","14.25","11.75","12.25","12.25","11.50","","8.50"
"1984-08-29","13.00","13.25","14.25","14.25","11.50","12.25","12.25","11.50","","8.50"
"1984-09-05","13.00","13.25","14.25","14.25","11.50","12.00","12.25","11.50","","8.50"
"1984-09-12","13.00","13.00","14.00","14.00","11.50","12.00","12.25","11.50","","8.50"
"1984-09-19","13.00","12.75","13.75","13.75","11.25","11.75","12.00","11.50","","8.50"
"1984-09-26","13.00","12.75","13.75","13.75","11.25","11.75","12.00","11.50","","8.50"
"1984-10-03","13.00","12.75","13.75","13.75","11.25","11.75","12.00","11.50","","8.50"
"1984-10-10","13.00","12.75","13.75","13.75","11.25","11.75","12.00","11.50","","8.50"
"1984-10-17","13.00","12.75","13.75","13.75","11.25","11.75","12.00","11.50","","8.50"
"1984-10-24","13.00","12.50","13.50","13.50","11.25","11.75","12.00","11.50","","8.50"
"1984-10-31","12.50","12.50","13.50","13.50","11.00","11.50","11.75","11.00","","8.00"
"1984-11-07","12.50","12.50","13.50","13.50","11.00","11.50","11.75","11.00","","8.00"
"1984-11-14","12.50","12.25","13.00","13.25","10.75","11.50","11.50","11.00","","8.00"
"1984-11-21","12.00","12.00","12.50","13.00","10.50","11.25","11.25","10.75","","7.50"
"1984-11-28","12.00","11.75","12.50","13.00","10.25","11.00","11.00","10.75","","7.50"
"1984-12-05","12.00","11.50","12.50","12.75","10.00","10.50","11.00","10.75","","7.50"
"1984-12-12","11.75","11.50","12.50","12.75","10.00","10.50","11.00","10.50","","7.25"
"1984-12-19","11.75","11.50","12.50","12.75","10.00","10.50","11.00","10.50","","7.25"
"1984-12-26","11.25","11.25","12.25","12.50","9.75","10.50","10.75","10.25","","6.75"
"1985-01-02","11.25","11.25","12.25","12.50","9.75","10.25","10.75","10.25","","6.75"
"1985-01-09","11.25","11.25","12.25","12.50","9.50","10.25","10.75","10.25","","6.75"
"1985-01-16","11.00","11.00","12.00","12.50","9.50","10.25","10.75","10.25","","6.50"
"1985-01-23","11.00","10.75","11.75","12.50","9.50","10.00","10.75","10.25","","6.50"
"1985-01-30","11.00","10.75","11.75","12.25","9.25","10.00","10.75","10.25","","6.50"
"1985-02-06","11.00","10.75","11.75","12.25","9.25","10.00","10.75","10.25","","6.50"
"1985-02-13","11.00","11.00","12.25","12.75","9.25","10.00","10.75","10.25","","6.50"
"1985-02-20","11.00","11.00","12.25","12.75","9.50","10.50","11.00","10.25","","6.50"
"1985-02-27","11.50","11.25","12.50","13.25","9.75","10.75","11.50","10.50","","7.00"
"1985-03-06","11.50","11.75","12.75","13.50","10.25","11.00","11.50","10.50","","7.00"
"1985-03-13","11.75","12.00","13.00","13.50","10.25","11.25","11.75","10.50","","7.25"
"1985-03-20","11.75","11.75","13.00","13.50","10.25","11.25","11.75","10.50","","7.25"
"1985-03-27","11.75","11.75","12.75","13.25","10.25","11.25","11.75","10.50","","7.25"
"1985-04-03","11.25","11.75","12.75","13.25","9.75","10.50","11.00","10.00","","6.75"
"1985-04-10","11.25","11.25","12.25","12.75","9.75","10.50","11.00","10.00","","6.75"
"1985-04-17","11.00","11.25","12.25","12.75","9.25","10.00","10.50","9.75","","6.50"
"1985-04-24","10.75","10.50","11.75","12.50","9.00","10.00","10.50","9.50","","6.25"
"1985-05-01","10.75","10.50","11.75","12.50","9.00","10.25","10.75","9.50","","6.25"
"1985-05-08","10.75","10.50","11.75","12.50","9.00","10.25","10.75","9.75","","6.25"
"1985-05-15","10.75","10.50","11.75","12.50","9.00","10.25","10.75","9.75","","6.25"
"1985-05-22","10.50","10.00","11.25","12.25","8.50","10.00","10.50","9.50","","6.00"
"1985-05-29","10.50","10.00","11.25","12.25","8.50","9.75","10.25","9.50","","6.00"
"1985-06-05","10.50","10.00","11.25","12.25","8.50","9.75","10.25","9.50","","6.00"
"1985-06-12","10.50","10.00","11.25","11.75","8.50","9.75","10.00","9.50","","6.00"
"1985-06-19","10.50","10.00","11.25","11.75","8.50","9.75","10.00","9.50","","6.00"
"1985-06-26","10.50","10.00","11.25","11.75","8.50","9.75","10.00","9.50","","6.00"
"1985-07-03","10.50","10.00","11.25","11.75","8.50","9.75","10.00","9.50","","6.00"
"1985-07-10","10.50","10.00","11.25","11.75","8.50","9.75","10.00","9.50","","6.00"
"1985-07-17","10.50","10.00","11.25","11.75","8.50","9.75","10.00","9.50","","6.00"
"1985-07-24","10.50","10.00","11.25","11.75","8.50","9.75","10.00","9.50","","6.00"
"1985-07-31","10.50","10.00","11.25","11.75","8.50","9.75","10.00","9.50","","6.00"
"1985-08-07","10.50","10.00","11.25","11.75","8.50","9.75","10.00","9.50","","6.00"
"1985-08-14","10.50","10.00","11.25","11.75","8.50","9.75","10.50","9.50","","6.00"
"1985-08-21","10.50","10.00","11.25","11.75","8.50","9.75","10.50","9.50","","6.00"
"1985-08-28","10.25","10.00","11.25","11.75","8.50","9.75","10.50","9.25","","5.75"
"1985-09-04","10.25","10.00","11.25","11.75","8.50","9.75","10.50","9.25","","5.75"
"1985-09-11","10.25","10.00","11.25","11.75","8.50","9.75","10.50","9.25","","5.75"
"1985-09-18","10.25","10.00","11.25","11.75","8.50","9.75","10.50","9.25","","5.75"
"1985-09-25","10.25","10.00","11.25","11.75","8.50","9.75","10.50","9.25","","5.75"
"1985-10-02","10.25","10.00","11.25","11.75","8.50","9.75","10.50","9.25","","5.75"
"1985-10-09","10.00","10.00","11.25","11.75","8.50","9.75","10.50","9.25","","5.50"
"1985-10-16","10.00","10.00","11.25","11.75","8.50","9.75","10.50","9.25","","5.50"
"1985-10-23","10.00","10.00","11.25","11.75","8.50","9.75","10.50","9.25","","5.50"
"1985-10-30","10.00","10.00","11.25","11.75","8.50","9.75","10.50","9.25","","5.50"
"1985-11-06","10.00","9.75","11.25","11.75","8.50","9.75","10.50","9.25","","5.50"
"1985-11-13","10.00","9.75","11.25","11.75","8.25","9.75","10.25","9.25","","5.50"
"1985-11-20","10.00","9.75","11.25","11.75","8.25","9.50","10.00","9.25","","5.50"
"1985-11-27","10.00","9.75","11.25","11.75","8.25","9.50","10.00","9.25","","5.50"
"1985-12-04","10.00","9.75","11.25","11.75","8.25","9.50","10.00","9.25","","5.50"
"1985-12-11","10.00","9.75","11.25","11.75","8.25","9.50","10.00","9.25","","5.50"
"1985-12-18","10.00","9.75","11.00","11.50","8.25","9.25","9.75","9.25","","5.50"
"1985-12-25","10.00","9.75","11.00","11.50","8.25","9.25","9.75","9.25","","5.50"
"1986-01-01","10.00","9.75","11.00","11.50","8.25","9.25","9.75","9.25","","5.50"
"1986-01-08","10.50","10.25","11.00","11.50","8.75","9.25","9.75","9.25","","6.00"
"1986-01-15","11.00","10.25","11.25","11.75","8.75","9.50","10.00","9.25","","6.50"
"1986-01-22","11.00","10.75","11.50","11.75","9.00","9.75","10.00","9.50","","6.50"
"1986-01-29","11.00","10.75","11.50","11.75","9.25","9.75","10.00","9.50","","6.50"
"1986-02-05","11.50","11.25","11.50","11.75","9.50","10.00","10.25","10.00","","7.00"
"1986-02-12","12.25","11.25","11.50","12.00","9.75","10.00","10.25","10.00","","7.75"
"1986-02-19","13.00","11.75","12.00","12.00","10.00","10.25","10.25","10.00","","8.50"
"1986-02-26","13.00","11.75","12.00","12.00","10.00","10.25","10.25","10.00","","8.50"
"1986-03-05","13.00","11.50","11.75","11.75","10.00","10.00","10.25","10.00","","8.50"
"1986-03-12","13.00","11.50","11.75","11.75","9.75","10.00","10.00","9.75","","8.50"
"1986-03-19","12.50","11.00","11.50","11.50","9.50","9.75","9.75","9.25","","8.00"
"1986-03-26","12.00","11.00","11.50","11.50","9.25","9.50","9.75","9.25","","7.50"
"1986-04-02","12.00","11.00","11.50","11.50","9.25","9.50","9.50","9.25","","7.50"
"1986-04-09","12.00","10.75","11.25","11.25","8.75","9.25","9.25","8.75","","7.50"
"1986-04-16","11.25","10.50","11.00","11.00","8.75","9.25","9.25","8.25","","6.75"
"1986-04-23","11.25","10.25","10.75","11.00","8.75","9.00","9.00","8.25","","6.75"
"1986-04-30","11.25","10.25","10.75","11.00","8.50","9.00","9.00","8.25","","6.75"
"1986-05-07","10.75","9.75","10.50","10.50","8.25","8.75","8.75","7.75","","6.25"
"1986-05-14","10.75","9.75","10.50","10.50","8.25","8.75","8.75","7.75","","6.25"
"1986-05-21","10.25","9.75","10.50","10.50","8.25","8.75","8.75","7.75","","5.75"
"1986-05-28","10.25","9.75","10.50","10.50","8.25","8.75","8.75","7.75","","5.75"
"1986-06-04","10.25","9.75","10.50","10.50","8.25","9.00","9.25","7.75","","5.75"
"1986-06-11","10.25","9.75","10.50","11.00","8.25","9.00","9.50","7.75","","5.75"
"1986-06-18","10.25","9.75","10.50","11.00","8.25","9.00","9.50","7.75","","5.75"
"1986-06-25","10.25","9.75","10.50","11.00","8.25","9.00","9.75","7.75","","5.75"
"1986-07-02","10.25","9.75","10.50","11.00","8.25","9.00","9.75","7.75","","5.75"
"1986-07-09","10.25","9.75","10.50","11.00","8.25","9.00","9.50","7.75","","5.75"
"1986-07-16","10.25","9.75","10.50","11.00","8.25","9.00","9.50","7.75","","5.75"
"1986-07-23","9.75","9.75","10.50","11.00","8.00","9.00","9.50","7.75","","5.25"
"1986-07-30","9.75","9.75","10.50","11.00","8.00","9.00","9.50","7.75","","5.25"
"1986-08-06","9.75","9.75","10.50","11.00","8.00","9.00","9.50","7.75","","5.25"
"1986-08-13","9.75","9.75","10.50","11.00","8.00","9.00","9.50","7.75","","5.25"
"1986-08-20","9.75","9.75","10.50","11.00","8.00","9.00","9.50","7.75","","5.25"
"1986-08-27","9.75","9.75","10.50","11.00","8.00","9.00","9.50","7.75","","5.25"
"1986-09-03","9.75","9.75","10.50","11.00","8.00","9.00","9.50","7.75","","5.25"
"1986-09-10","9.75","9.75","10.50","11.00","8.00","9.00","9.50","7.75","","5.25"
"1986-09-17","9.75","9.75","10.50","11.25","8.00","9.00","9.75","7.75","","5.25"
"1986-09-24","9.75","9.75","10.50","11.25","8.00","9.00","9.75","7.75","","5.25"
"1986-10-01","9.75","9.75","10.50","11.25","8.00","9.00","9.75","7.75","","5.25"
"1986-10-08","9.75","9.75","10.75","11.25","8.00","9.00","9.75","7.75","","5.25"
"1986-10-15","9.75","9.75","10.75","11.25","8.00","9.00","9.75","7.75","","5.25"
"1986-10-22","9.75","9.75","10.75","11.25","8.00","9.00","9.75","7.75","","5.25"
"1986-10-29","9.75","9.75","10.75","11.25","8.00","9.00","9.75","7.75","","5.25"
"1986-11-05","9.75","9.75","10.75","11.25","8.00","9.00","9.75","7.75","","5.25"
"1986-11-12","9.75","9.75","10.75","11.25","8.00","9.00","9.75","7.75","","5.25"
"1986-11-19","9.75","9.75","10.75","11.25","8.00","9.00","9.75","7.75","","5.25"
"1986-11-26","9.75","9.75","10.75","11.25","8.00","9.00","9.50","7.75","","5.25"
"1986-12-03","9.75","9.75","10.75","11.25","8.00","9.00","9.50","7.75","","5.25"
"1986-12-10","9.75","9.75","10.75","11.25","7.75","9.00","9.50","7.75","","5.25"
"1986-12-17","9.75","9.75","10.75","11.25","7.75","9.00","9.50","7.75","","5.25"
"1986-12-24","9.75","9.75","10.75","11.00","7.75","9.00","9.25","7.75","","5.25"
"1986-12-31","9.75","9.75","10.75","11.00","7.75","9.00","9.25","7.75","","5.25"
"1987-01-07","9.75","9.75","10.75","11.00","7.75","9.00","9.25","7.75","","5.25"
"1987-01-14","9.75","9.50","10.50","10.75","7.50","8.75","9.00","7.75","","5.25"
"1987-01-21","9.75","9.50","10.50","10.75","7.50","8.75","9.00","7.75","","5.25"
"1987-01-28","9.25","9.25","10.25","10.50","7.25","8.50","8.75","7.25","","4.75"
"1987-02-04","9.25","9.25","10.25","10.50","7.25","8.25","8.75","7.25","","4.75"
"1987-02-11","9.25","9.25","10.25","10.50","7.00","8.25","8.50","7.25","","4.75"
"1987-02-18","9.25","9.25","10.25","10.50","7.00","8.25","8.50","7.25","","4.75"
"1987-02-25","9.25","9.25","10.25","10.50","7.00","8.25","8.50","7.25","","4.75"
"1987-03-04","9.25","9.25","10.00","10.25","7.00","8.25","8.50","7.25","","4.75"
"1987-03-11","9.25","9.25","10.00","10.25","7.00","8.25","8.50","7.25","","4.75"
"1987-03-18","8.75","9.25","10.00","10.25","7.00","8.25","8.50","7.00","","4.25"
"1987-03-25","8.75","9.00","9.75","10.00","6.75","8.00","8.25","6.75","","4.25"
"1987-04-01","8.75","9.00","9.75","10.00","6.75","8.00","8.25","6.75","","4.25"
"1987-04-08","8.75","9.00","9.75","10.00","6.75","8.00","8.25","6.75","","4.25"
"1987-04-15","8.75","9.00","10.00","10.50","6.75","8.00","8.25","6.75","","4.25"
"1987-04-22","8.75","9.25","10.25","10.75","7.00","8.25","8.75","6.75","","4.25"
"1987-04-29","9.25","9.50","10.25","11.00","7.25","8.50","9.00","7.00","","4.75"
"1987-05-06","9.25","9.50","10.25","11.00","7.25","8.50","9.00","7.00","","4.75"
"1987-05-13","9.25","9.50","10.25","11.00","7.50","8.75","9.25","7.00","","4.75"
"1987-05-20","9.25","9.50","10.25","11.00","7.75","8.75","9.25","7.00","","4.75"
"1987-05-27","9.50","9.75","10.50","11.25","7.75","8.75","9.50","7.00","","4.75"
"1987-06-03","9.50","9.75","10.75","11.25","7.75","8.75","9.50","7.00","","4.75"
"1987-06-10","9.50","9.75","10.75","11.25","7.75","9.00","9.50","7.00","","4.75"
"1987-06-17","9.50","9.75","10.75","11.25","7.75","9.00","9.50","7.00","","4.75"
"1987-06-24","9.50","9.75","10.75","11.25","7.75","9.00","9.50","7.00","","4.75"
"1987-07-01","9.50","9.75","10.75","11.25","7.75","9.00","9.50","7.00","","4.75"
"1987-07-08","9.50","9.75","10.75","11.25","7.75","9.00","9.50","7.00","","4.75"
"1987-07-15","9.50","9.75","10.75","11.25","7.75","9.00","9.50","7.00","","4.75"
"1987-07-22","9.50","9.75","10.75","11.25","7.75","9.00","9.50","7.00","","4.75"
"1987-07-29","9.50","9.75","10.75","11.25","7.75","9.00","9.50","7.00","","4.75"
"1987-08-05","10.00","10.25","11.00","11.50","8.25","9.25","9.75","7.50","","5.25"
"1987-08-12","10.00","10.25","11.00","11.50","8.25","9.25","9.75","7.50","","5.25"
"1987-08-19","10.00","10.25","11.00","11.50","8.25","9.25","9.75","7.50","","5.25"
"1987-08-26","10.00","10.25","11.00","11.50","8.25","9.25","9.75","7.50","","5.25"
"1987-09-02","10.00","10.25","11.00","11.50","8.25","9.25","9.75","7.50","","5.25"
"1987-09-09","10.00","10.25","11.00","11.50","8.25","9.25","9.75","7.50","","5.25"
"1987-09-16","10.00","10.50","11.25","11.75","8.50","9.50","10.00","7.50","","5.25"
"1987-09-23","10.00","10.50","11.25","11.75","8.50","9.50","10.25","7.50","","5.25"
"1987-09-30","10.00","10.75","11.50","12.00","8.50","9.50","10.25","7.50","","5.25"
"1987-10-07","10.00","10.75","11.50","12.00","8.75","9.75","10.25","7.50","","5.25"
"1987-10-14","10.50","11.00","11.75","12.25","9.00","10.00","10.50","8.00","","5.75"
"1987-10-21","10.50","11.00","11.75","12.25","8.75","9.75","10.50","8.00","","5.75"
"1987-10-28","9.75","10.50","11.00","11.50","8.75","9.25","9.75","7.25","","5.00"
"1987-11-04","9.75","10.50","11.00","11.50","8.75","9.25","10.00","7.25","","4.75"
"1987-11-11","9.75","10.50","11.00","11.50","8.75","9.50","10.00","7.25","","4.75"
"1987-11-18","9.75","10.25","11.00","11.50","8.75","9.50","10.00","7.25","","4.75"
"1987-11-25","9.75","10.25","11.00","11.50","8.75","9.50","10.00","7.25","","4.75"
"1987-12-02","9.75","10.25","11.00","11.50","8.75","9.50","10.00","7.25","","4.75"
"1987-12-09","9.75","10.25","11.00","11.50","8.75","9.50","10.00","7.25","","4.75"
"1987-12-16","9.75","10.25","11.25","11.75","8.75","9.75","10.25","7.25","","4.75"
"1987-12-23","9.75","10.25","11.25","11.75","8.75","9.75","10.25","7.25","","4.75"
"1987-12-30","9.75","10.25","11.25","11.75","8.75","9.75","10.25","7.25","","4.75"
"1988-01-06","9.75","10.25","11.25","11.75","8.75","9.75","10.25","7.25","","4.75"
"1988-01-13","9.75","10.25","11.25","11.75","8.75","9.75","10.25","7.25","","4.75"
"1988-01-20","9.75","10.25","11.25","11.75","8.75","9.75","10.25","7.25","","4.75"
"1988-01-27","9.75","10.25","11.25","11.75","8.75","9.75","10.25","7.25","","4.75"
"1988-02-03","9.75","10.25","11.25","11.75","8.50","9.50","10.00","7.25","","4.75"
"1988-02-10","9.75","9.75","11.00","11.50","8.25","9.25","9.75","7.25","","4.75"
"1988-02-17","9.75","9.75","11.00","11.50","8.25","9.25","9.75","7.25","","4.75"
"1988-02-24","9.75","9.75","11.00","11.50","8.25","9.25","9.75","7.25","","4.75"
"1988-03-02","9.75","9.75","11.00","11.50","8.25","9.25","9.75","7.25","","4.75"
"1988-03-09","9.75","9.75","10.50","11.00","8.25","9.00","9.50","7.25","","4.75"
"1988-03-16","9.75","9.75","10.50","11.00","8.25","9.00","9.50","7.25","","4.75"
"1988-03-23","9.75","9.75","10.50","11.00","8.25","9.00","9.50","7.25","","4.75"
"1988-03-30","9.75","9.75","10.50","11.00","8.25","9.00","9.50","7.25","","4.75"
"1988-04-06","9.75","9.75","10.50","11.00","8.25","9.00","9.50","7.25","","4.75"
"1988-04-13","9.75","9.75","10.50","11.00","8.25","9.00","9.50","7.25","","4.75"
"1988-04-20","9.75","9.75","10.50","11.00","8.25","9.00","9.50","7.25","","4.75"
"1988-04-27","10.25","10.25","10.75","11.25","8.75","9.25","9.50","7.75","","5.25"
"1988-05-04","10.25","10.25","10.75","11.25","8.75","9.25","9.50","7.75","","5.25"
"1988-05-11","10.25","10.25","10.75","11.25","8.75","9.25","9.50","7.75","","5.25"
"1988-05-18","10.25","10.25","10.75","11.25","8.75","9.25","9.75","7.75","","5.25"
"1988-05-25","10.25","10.25","10.75","11.25","8.75","9.25","9.75","7.75","","5.25"
"1988-06-01","10.25","10.50","11.00","11.50","8.75","9.25","9.75","7.75","","5.25"
"1988-06-08","10.75","10.75","11.25","11.75","9.00","9.50","10.00","7.75","","5.50"
"1988-06-15","10.75","10.75","11.25","11.25","9.00","9.50","10.00","7.75","","5.50"
"1988-06-22","10.75","10.75","11.25","11.25","9.00","9.50","9.75","7.75","","5.50"
"1988-06-29","10.75","10.75","11.25","11.25","9.00","9.50","9.75","7.75","","5.50"
"1988-07-06","10.75","10.75","11.25","11.25","9.00","9.50","9.75","7.75","","5.50"
"1988-07-13","10.75","10.75","11.25","11.25","9.00","9.50","9.75","7.75","","5.50"
"1988-07-20","10.75","11.00","11.50","11.75","9.00","9.50","10.00","7.75","","5.50"
"1988-07-27","10.75","11.00","11.50","11.75","9.00","9.50","10.00","7.75","","5.50"
"1988-08-03","10.75","11.00","11.50","11.75","9.00","9.50","10.00","7.75","","5.50"
"1988-08-10","10.75","11.00","11.50","11.75","9.00","9.50","10.00","7.75","","5.50"
"1988-08-17","10.75","11.25","11.75","12.00","9.25","9.75","10.25","7.75","","5.50"
"1988-08-24","10.75","11.25","11.75","12.00","9.25","9.75","10.25","7.75","","5.50"
"1988-08-31","11.25","11.50","12.00","12.25","9.50","10.00","10.50","8.25","","6.00"
"1988-09-07","11.25","11.50","12.00","12.25","9.50","10.00","10.50","8.25","","6.00"
"1988-09-14","11.25","11.50","12.00","12.25","9.75","10.00","10.50","8.25","","6.00"
"1988-09-21","11.75","11.50","12.00","12.25","9.75","10.00","10.50","8.25","","6.50"
"1988-09-28","11.75","11.75","12.00","11.75","10.00","10.25","10.25","8.25","","6.50"
"1988-10-05","11.75","11.75","12.00","11.75","10.00","10.25","10.25","8.50","","6.50"
"1988-10-12","11.75","11.75","12.00","11.75","10.00","10.25","10.25","8.50","","6.50"
"1988-10-19","11.75","11.25","11.75","11.75","9.50","10.00","10.25","8.50","","6.50"
"1988-10-26","11.75","11.25","11.75","11.75","9.75","10.00","10.00","8.50","","6.50"
"1988-11-02","11.75","11.25","11.75","11.75","9.75","10.00","10.00","8.50","","6.50"
"1988-11-09","11.75","11.25","11.75","11.75","9.75","10.00","10.00","8.50","","6.50"
"1988-11-16","11.75","11.25","11.75","11.75","9.75","10.00","10.00","8.50","","6.50"
"1988-11-23","11.75","11.25","11.75","11.75","9.75","10.00","10.00","8.50","","6.50"
"1988-11-30","11.75","11.50","12.00","12.00","10.00","10.25","10.25","8.50","","6.50"
"1988-12-07","11.75","11.50","12.00","12.00","10.00","10.25","10.25","8.50","","6.50"
"1988-12-14","12.25","12.00","12.25","12.25","10.50","10.50","10.50","8.50","","7.00"
"1988-12-21","12.25","12.00","12.25","12.25","10.50","10.50","10.50","9.00","","7.00"
"1988-12-28","12.25","12.00","12.25","12.25","10.25","10.50","10.50","9.00","","7.00"
"1989-01-04","12.25","12.00","12.25","12.25","10.25","10.50","10.50","9.00","","7.00"
"1989-01-11","12.25","12.00","12.25","12.25","10.25","10.50","10.50","9.00","","7.00"
"1989-01-18","12.25","12.25","12.25","12.25","10.25","10.50","10.50","9.00","","7.00"
"1989-01-25","12.25","12.25","12.25","12.25","10.50","10.50","10.50","9.00","","7.00"
"1989-02-01","12.25","12.25","12.25","12.25","10.50","10.50","10.50","9.00","","7.00"
"1989-02-08","12.25","12.25","12.25","12.25","10.50","10.50","10.50","9.00","","7.00"
"1989-02-15","12.25","12.25","12.25","12.25","10.50","10.50","10.50","9.00","","7.00"
"1989-02-22","12.75","12.75","12.25","12.25","10.75","10.50","10.50","9.50","","7.50"
"1989-03-01","12.75","12.75","12.25","12.25","10.75","10.50","10.50","9.50","","7.50"
"1989-03-08","12.75","12.75","12.25","12.25","10.75","10.50","10.50","9.50","","7.50"
"1989-03-15","12.75","12.75","12.25","12.25","10.75","10.50","10.50","9.50","","7.50"
"1989-03-22","12.75","13.25","12.50","12.50","11.25","10.75","10.75","9.50","","7.50"
"1989-03-29","13.50","13.50","12.75","12.75","11.50","10.75","10.75","10.25","","8.25"
"1989-04-05","13.50","13.50","12.75","12.75","11.50","10.75","10.75","10.25","","8.25"
"1989-04-12","13.50","13.50","12.75","12.75","11.50","10.75","10.75","10.25","","8.25"
"1989-04-19","13.50","13.50","12.75","12.75","11.50","10.75","10.75","10.25","","8.25"
"1989-04-26","13.50","13.50","12.75","12.75","11.50","10.75","10.75","10.25","","8.25"
"1989-05-03","13.50","13.50","12.75","12.75","11.50","10.75","10.75","10.25","","8.25"
"1989-05-10","13.50","13.50","12.50","12.25","11.50","10.75","10.75","10.25","","8.25"
"1989-05-17","13.50","13.00","12.50","12.00","11.00","10.50","10.25","10.25","11.75","8.25"
"1989-05-24","13.50","13.00","12.50","12.00","11.00","10.50","10.25","10.25","11.53","8.25"
"1989-05-31","13.50","13.00","12.25","12.00","11.00","10.50","10.25","10.25","11.70","8.25"
"1989-06-07","13.50","13.00","12.25","12.00","11.00","10.50","10.25","10.25","11.78","8.25"
"1989-06-14","13.50","12.75","12.25","12.00","10.75","10.25","10.00","10.25","11.70","8.25"
"1989-06-21","13.50","12.75","12.25","12.00","10.75","10.25","10.00","10.25","11.70","8.25"
"1989-06-28","13.50","12.75","12.25","12.00","10.50","10.00","9.75","10.25","11.70","8.25"
"1989-07-05","13.50","12.75","12.25","12.00","10.50","10.25","9.75","9.50","11.70","8.25"
"1989-07-12","13.50","12.75","12.25","12.00","10.50","10.00","9.75","9.50","11.70","8.25"
"1989-07-19","13.50","12.75","12.25","11.75","10.50","10.00","9.75","9.50","11.70","8.25"
"1989-07-26","13.50","12.75","12.25","11.75","10.50","10.00","9.75","9.50","11.71","8.25"
"1989-08-02","13.50","12.75","12.25","11.75","10.50","10.00","9.75","9.50","11.71","8.25"
"1989-08-09","13.50","12.75","12.25","11.75","10.50","10.00","9.75","9.50","11.75","8.25"
"1989-08-16","13.50","12.75","12.25","11.75","10.50","10.00","9.75","9.50","11.80","8.25"
"1989-08-23","13.50","12.75","12.25","11.75","10.50","10.00","9.75","9.50","11.77","8.25"
"1989-08-30","13.50","12.75","11.75","11.75","10.50","10.00","9.75","9.50","11.77","8.25"
"1989-09-06","13.50","12.75","11.75","11.75","10.50","10.00","9.75","9.50","11.77","8.25"
"1989-09-13","13.50","12.75","11.75","11.75","10.50","10.00","9.75","9.50","11.76","8.25"
